,urgency,takeSequence,companyCount,marketCommentary,relevance,sentimentNegative,sentimentPositive,noveltyCount24H,noveltyCount3D,noveltyCount5D,noveltyCount7D,volumeCounts24H,volumeCounts3D,volumeCounts5D,volumeCounts7D,Y,sentimentProportion,takeSequency,sentimentClassPositive,sentimentClassNegative
15,3.0,1.0,39.0,1.0,0.0223607,0.401512,0.431592,0.0,0.0,0.0,2.0,11.0,27.0,27.0,40.0,1.0,0.09764170459247,1.0,1.0,0.0
16,3.0,1.0,2.0,1.0,0.353553,0.748572,0.0712439,3.0,3.0,3.0,3.0,21.0,42.0,48.0,52.0,1.0,0.08808290155440414,1.0,0.0,1.0
17,3.0,1.0,11.0,1.0,0.258199,0.664649,0.106435,3.0,3.0,3.0,3.0,22.0,50.0,58.0,59.0,1.0,0.7952380952380952,1.0,0.0,1.0
18,1.0,1.0,2.0,1.0,1.0,0.0325079,0.847469,0.0,0.0,0.0,0.0,3.0,6.0,40.0,60.0,-1.0,1.0,1.0,1.0,0.0
19,1.0,1.0,1.0,1.0,1.0,0.0157628,0.179029,0.0,0.0,0.0,0.0,6.0,10.0,28.0,61.0,-1.0,1.0,1.0,0.0,0.0
20,3.0,1.0,2.0,1.0,1.0,0.131301,0.465841,1.0,1.0,1.0,1.0,12.0,23.0,23.0,57.0,-1.0,0.3890784982935154,1.0,1.0,0.0
21,3.0,1.0,2.0,1.0,0.316228,0.115871,0.499173,0.0,0.0,0.0,0.0,10.0,30.0,34.0,44.0,-1.0,1.0,1.0,1.0,0.0
22,3.0,1.0,40.0,1.0,0.0170896,0.317868,0.509339,4.0,4.0,4.0,4.0,11.0,34.0,45.0,45.0,-1.0,0.060495330897279743,1.0,1.0,0.0
23,3.0,1.0,12.0,1.0,0.218218,0.00869124,0.548394,0.0,0.0,0.0,0.0,3.0,5.0,22.0,41.0,-1.0,0.07077205882352941,1.0,1.0,0.0
24,3.0,1.0,3.0,1.0,0.150756,0.063733,0.201524,1.0,1.0,1.0,1.0,11.0,17.0,18.0,39.0,-1.0,0.3723849372384937,1.0,0.0,0.0
25,3.0,1.0,2.0,1.0,0.19245,0.363723,0.315211,0.0,0.0,0.0,0.0,9.0,25.0,27.0,38.0,-1.0,0.11934900542495479,1.0,0.0,1.0
26,3.0,1.0,5.0,1.0,0.316228,0.182322,0.647137,0.0,0.0,0.0,0.0,10.0,31.0,37.0,38.0,-1.0,1.0,1.0,1.0,0.0
27,3.0,1.0,2.0,1.0,1.0,0.0476,0.818362,0.0,0.0,0.0,0.0,13.0,13.0,33.0,49.0,-1.0,0.7931034482758621,1.0,1.0,0.0
28,3.0,1.0,5.0,1.0,0.408248,0.128135,0.709131,0.0,0.0,0.0,0.0,36.0,50.0,61.0,82.0,-1.0,1.0,1.0,1.0,0.0
29,3.0,1.0,42.0,1.0,0.00494559,0.112623,0.546203,4.0,8.0,8.0,8.0,28.0,75.0,75.0,95.0,-1.0,0.049162995594713654,1.0,1.0,0.0
30,3.0,1.0,6.0,1.0,0.258199,0.0151534,0.181597,0.0,0.0,0.0,0.0,17.0,83.0,91.0,102.0,1.0,1.0,1.0,0.0,0.0
31,3.0,1.0,1.0,1.0,1.0,0.1487,0.234663,3.0,3.0,5.0,5.0,22.0,75.0,104.0,109.0,1.0,0.8701298701298701,1.0,0.0,0.0
32,3.0,1.0,4.0,1.0,0.0753778,0.351928,0.318925,0.0,0.0,0.0,0.0,7.0,8.0,36.0,99.0,1.0,0.13043478260869565,1.0,0.0,1.0
33,3.0,1.0,3.0,1.0,0.065372,0.138571,0.470519,0.0,0.0,0.0,0.0,8.0,16.0,30.0,71.0,1.0,0.12433011789924973,1.0,1.0,0.0
34,3.0,1.0,10.0,1.0,0.328798,0.052836,0.811633,2.0,2.0,2.0,2.0,9.0,25.0,26.0,57.0,1.0,0.19241011984021306,1.0,1.0,0.0
35,3.0,1.0,3.0,1.0,1.0,0.190334,0.414324,0.0,0.0,0.0,0.0,22.0,41.0,48.0,62.0,1.0,0.7390350877192983,1.0,1.0,0.0
36,3.0,1.0,4.0,1.0,1.0,0.0938299,0.450178,0.0,3.0,3.0,3.0,11.0,40.0,56.0,57.0,1.0,1.0,1.0,0.0,0.0
37,3.0,1.0,2.0,1.0,1.0,0.0154453,0.180344,0.0,0.0,0.0,0.0,12.0,13.0,44.0,62.0,1.0,0.8530805687203792,1.0,0.0,0.0
38,3.0,1.0,1.0,1.0,1.0,0.146234,0.23696,2.0,2.0,2.0,3.0,15.0,24.0,36.0,65.0,1.0,0.8,1.0,0.0,0.0
39,3.0,1.0,3.0,1.0,1.0,0.0491857,0.817604,3.0,3.0,3.0,4.0,12.0,36.0,37.0,68.0,1.0,0.6051873198847262,1.0,1.0,0.0
40,3.0,1.0,5.0,1.0,1.0,0.259836,0.56642,1.0,3.0,3.0,6.0,62.0,87.0,100.0,108.0,1.0,0.9130434782608695,1.0,1.0,0.0
41,3.0,1.0,6.0,1.0,0.353553,0.00943576,0.526599,7.0,10.0,10.0,10.0,61.0,136.0,160.0,161.0,1.0,0.5454545454545454,1.0,1.0,0.0
42,3.0,1.0,9.0,1.0,1.0,0.0157738,0.207589,3.0,3.0,5.0,8.0,14.0,17.0,139.0,167.0,1.0,0.16972034715525555,1.0,0.0,0.0
43,3.0,1.0,5.0,1.0,0.267261,0.0145458,0.191339,0.0,0.0,0.0,0.0,15.0,30.0,92.0,167.0,1.0,1.0,1.0,0.0,0.0
44,3.0,1.0,3.0,1.0,0.132453,0.0191148,0.198204,4.0,4.0,4.0,4.0,22.0,51.0,56.0,178.0,1.0,0.20874471086036672,1.0,0.0,0.0
45,3.0,1.0,2.0,1.0,1.0,0.690644,0.0950547,0.0,0.0,0.0,0.0,12.0,47.0,54.0,174.0,1.0,1.0,1.0,0.0,1.0
46,3.0,1.0,9.0,1.0,0.25,0.0582098,0.77049,0.0,0.0,1.0,1.0,5.0,31.0,60.0,66.0,-1.0,0.2363013698630137,1.0,1.0,0.0
47,3.0,1.0,2.0,1.0,0.353553,0.0206993,0.732041,0.0,0.0,0.0,0.0,37.0,37.0,46.0,83.0,-1.0,1.0,1.0,1.0,0.0
48,3.0,1.0,12.0,1.0,0.377964,0.817502,0.0563046,0.0,0.0,0.0,0.0,35.0,46.0,54.0,85.0,-1.0,1.0,1.0,0.0,1.0
49,3.0,1.0,3.0,1.0,0.223607,0.593273,0.0656846,1.0,5.0,5.0,5.0,4.0,51.0,53.0,70.0,-1.0,0.10583941605839416,1.0,0.0,1.0
50,3.0,1.0,5.0,1.0,0.755929,0.796888,0.0653604,0.0,0.0,0.0,0.0,20.0,39.0,72.0,78.0,-1.0,0.1790193842645382,1.0,0.0,1.0
51,3.0,1.0,3.0,1.0,0.235702,0.702811,0.0901535,1.0,5.0,9.0,9.0,12.0,38.0,85.0,85.0,1.0,0.1411764705882353,1.0,0.0,1.0
52,3.0,1.0,12.0,1.0,1.0,0.518384,0.107027,2.0,2.0,2.0,2.0,14.0,17.0,48.0,72.0,1.0,0.8583333333333333,1.0,0.0,1.0
53,3.0,1.0,1.0,1.0,1.0,0.0409085,0.831809,0.0,0.0,0.0,0.0,10.0,18.0,36.0,57.0,1.0,1.0,1.0,1.0,0.0
54,3.0,1.0,3.0,1.0,0.408248,0.747335,0.0807361,0.0,0.0,0.0,0.0,15.0,34.0,34.0,68.0,1.0,1.0,1.0,0.0,1.0
55,3.0,1.0,39.0,1.0,0.00940513,0.0718236,0.782348,4.0,4.0,4.0,4.0,26.0,46.0,61.0,74.0,1.0,0.018825860787713648,1.0,1.0,0.0
56,3.0,1.0,4.0,1.0,0.5,0.0080784,0.541366,1.0,1.0,1.0,1.0,14.0,52.0,70.0,76.0,1.0,0.7424242424242424,1.0,1.0,0.0
57,3.0,1.0,1.0,1.0,1.0,0.604823,0.0529102,1.0,1.0,1.0,1.0,4.0,4.0,40.0,60.0,1.0,0.9027777777777778,1.0,0.0,1.0
58,3.0,1.0,4.0,1.0,0.166667,0.819142,0.0556289,0.0,0.0,0.0,3.0,12.0,15.0,25.0,67.0,1.0,0.11469534050179211,1.0,0.0,1.0
59,3.0,1.0,7.0,1.0,0.0833333,0.0965669,0.526223,0.0,0.0,0.0,0.0,2.0,16.0,20.0,57.0,1.0,0.47249190938511326,1.0,1.0,0.0
60,3.0,1.0,1.0,1.0,1.0,0.0125132,0.18122,1.0,2.0,2.0,2.0,14.0,29.0,31.0,46.0,1.0,0.8813559322033898,1.0,0.0,0.0
61,3.0,1.0,12.0,1.0,0.204124,0.639868,0.117693,0.0,0.0,0.0,0.0,6.0,22.0,37.0,37.0,1.0,1.0,1.0,0.0,1.0
62,3.0,1.0,6.0,1.0,0.176777,0.0437031,0.826236,2.0,2.0,2.0,2.0,10.0,10.0,31.0,45.0,-1.0,0.07629427792915532,1.0,1.0,0.0
63,3.0,1.0,6.0,1.0,0.0232119,0.383691,0.261849,3.0,3.0,3.0,3.0,20.0,31.0,37.0,54.0,1.0,0.055248618784530384,1.0,0.0,1.0
64,3.0,1.0,5.0,1.0,0.353553,0.0957696,0.52736,0.0,0.0,0.0,0.0,21.0,53.0,53.0,74.0,1.0,0.16216216216216217,1.0,1.0,0.0
65,3.0,1.0,6.0,1.0,0.114708,0.0107339,0.218407,0.0,0.0,0.0,0.0,15.0,54.0,55.0,71.0,1.0,0.06149479659413434,1.0,0.0,0.0
66,3.0,1.0,8.0,1.0,0.0545545,0.735285,0.0283051,0.0,0.0,0.0,0.0,5.0,29.0,61.0,61.0,1.0,0.18552875695732837,1.0,0.0,1.0
67,3.0,1.0,6.0,1.0,0.176777,0.584701,0.171003,1.0,1.0,1.0,1.0,10.0,11.0,17.0,42.0,1.0,0.04817127564674398,1.0,0.0,1.0
68,3.0,1.0,5.0,1.0,0.447214,0.00746253,0.549476,0.0,0.0,0.0,0.0,22.0,34.0,35.0,42.0,1.0,0.2404255319148936,1.0,1.0,0.0
69,3.0,1.0,2.0,1.0,0.316228,0.806872,0.0643864,0.0,0.0,0.0,0.0,17.0,50.0,51.0,57.0,1.0,1.0,1.0,0.0,1.0
70,3.0,1.0,4.0,1.0,0.408248,0.696695,0.191399,0.0,0.0,0.0,0.0,9.0,47.0,59.0,60.0,1.0,1.0,1.0,0.0,1.0
71,3.0,1.0,5.0,1.0,0.204124,0.614667,0.25441,1.0,1.0,1.0,1.0,12.0,16.0,42.0,75.0,1.0,0.2422062350119904,1.0,0.0,1.0
72,3.0,1.0,4.0,1.0,0.3849,0.138739,0.246495,1.0,1.0,1.0,1.0,13.0,25.0,42.0,79.0,1.0,0.12623762376237624,1.0,0.0,0.0
73,3.0,1.0,10.0,1.0,0.0449921,0.34358,0.48588,0.0,0.0,0.0,0.0,14.0,38.0,42.0,76.0,1.0,1.0,1.0,1.0,0.0
74,3.0,1.0,8.0,1.0,0.204124,0.189411,0.467119,0.0,1.0,1.0,1.0,15.0,42.0,54.0,67.0,1.0,0.08166666666666667,1.0,1.0,0.0
75,3.0,1.0,1.0,1.0,0.408248,0.818699,0.0558112,5.0,5.0,8.0,8.0,26.0,55.0,80.0,84.0,1.0,0.5,1.0,0.0,1.0
76,3.0,1.0,11.0,1.0,1.0,0.242069,0.584105,4.0,4.0,4.0,4.0,17.0,20.0,62.0,88.0,1.0,0.14430147058823528,1.0,1.0,0.0
77,3.0,1.0,1.0,1.0,1.0,0.688808,0.197059,1.0,2.0,2.0,2.0,5.0,24.0,53.0,80.0,1.0,1.0,1.0,0.0,1.0
78,3.0,1.0,2.0,1.0,1.0,0.600733,0.265387,0.0,0.0,0.0,0.0,3.0,26.0,29.0,70.0,1.0,1.0,1.0,0.0,1.0
79,3.0,1.0,3.0,1.0,0.353553,0.0106077,0.512681,3.0,3.0,3.0,7.0,20.0,29.0,48.0,75.0,1.0,0.47191011235955055,1.0,1.0,0.0
80,3.0,1.0,41.0,1.0,0.0115424,0.588147,0.271459,6.0,10.0,10.0,11.0,19.0,39.0,63.0,66.0,1.0,0.05526161081716637,1.0,0.0,1.0
81,3.0,1.0,3.0,1.0,0.333333,0.0975462,0.59553,0.0,0.0,0.0,0.0,6.0,6.0,43.0,52.0,1.0,1.0,1.0,1.0,0.0
82,3.0,1.0,7.0,1.0,0.0680414,0.504287,0.219048,3.0,3.0,3.0,3.0,29.0,35.0,52.0,75.0,1.0,0.03745819397993311,1.0,0.0,1.0
83,3.0,1.0,4.0,1.0,1.0,0.290623,0.536146,0.0,0.0,0.0,3.0,25.0,61.0,61.0,98.0,1.0,0.77,1.0,1.0,0.0
84,3.0,1.0,3.0,1.0,0.0753778,0.0409498,0.831736,0.0,0.0,0.0,0.0,11.0,65.0,69.0,90.0,1.0,0.18064516129032257,1.0,1.0,0.0
85,3.0,1.0,3.0,1.0,0.124035,0.202463,0.402176,0.0,1.0,1.0,1.0,7.0,54.0,71.0,83.0,1.0,0.04609375,1.0,1.0,0.0
86,3.0,1.0,2.0,1.0,1.0,0.149668,0.489229,0.0,0.0,0.0,0.0,4.0,5.0,19.0,73.0,1.0,0.871331828442438,1.0,1.0,0.0
87,3.0,1.0,7.0,1.0,1.0,0.331261,0.294648,2.0,2.0,2.0,2.0,12.0,17.0,20.0,54.0,-1.0,0.29460966542750927,1.0,0.0,0.0
88,3.0,1.0,5.0,1.0,0.0953463,0.0899,0.537583,0.0,0.0,0.0,0.0,22.0,39.0,40.0,51.0,-1.0,0.17792792792792791,1.0,1.0,0.0
89,3.0,1.0,1.0,1.0,1.0,0.410107,0.246405,0.0,0.0,0.0,0.0,11.0,44.0,49.0,53.0,-1.0,0.6801152737752162,1.0,0.0,1.0
90,3.0,1.0,19.0,1.0,0.229416,0.446785,0.219864,0.0,0.0,0.0,0.0,2.0,36.0,52.0,53.0,-1.0,1.0,1.0,0.0,1.0
91,3.0,1.0,3.0,1.0,0.169031,0.748378,0.0866196,0.0,0.0,0.0,0.0,2.0,5.0,27.0,51.0,1.0,1.0,1.0,0.0,1.0
92,3.0,1.0,4.0,1.0,1.0,0.234507,0.459424,0.0,0.0,0.0,0.0,8.0,11.0,15.0,51.0,-1.0,0.4056291390728477,1.0,1.0,0.0
93,3.0,1.0,4.0,1.0,0.447214,0.3574,0.277534,0.0,0.0,0.0,0.0,7.0,19.0,19.0,34.0,-1.0,0.619815668202765,1.0,0.0,0.0
94,3.0,1.0,2.0,1.0,0.221948,0.202029,0.403811,0.0,0.0,0.0,0.0,22.0,39.0,42.0,45.0,-1.0,0.377093101138647,1.0,1.0,0.0
95,3.0,1.0,3.0,1.0,0.0545545,0.157039,0.228018,0.0,0.0,0.0,0.0,10.0,35.0,46.0,49.0,-1.0,0.04329896907216495,1.0,0.0,0.0
96,3.0,1.0,41.0,1.0,0.00764317,0.377378,0.454398,2.0,2.0,2.0,2.0,8.0,8.0,35.0,52.0,-1.0,0.02097902097902098,1.0,1.0,0.0
97,3.0,1.0,7.0,1.0,0.0721688,0.215616,0.390091,1.0,1.0,1.0,1.0,14.0,20.0,26.0,55.0,-1.0,0.1988527724665392,1.0,0.0,0.0
98,3.0,1.0,39.0,1.0,1.0,0.0436955,0.82691,7.0,10.0,10.0,10.0,12.0,33.0,33.0,60.0,-1.0,0.03837684806542938,1.0,1.0,0.0
99,3.0,1.0,2.0,1.0,1.0,0.344197,0.286771,0.0,1.0,2.0,2.0,3.0,28.0,37.0,41.0,1.0,1.0,1.0,0.0,0.0
100,3.0,1.0,2.0,1.0,0.0318465,0.742406,0.0736742,3.0,3.0,3.0,3.0,27.0,44.0,65.0,65.0,-1.0,0.05527994330262225,1.0,0.0,1.0
101,3.0,1.0,7.0,1.0,0.447214,0.0142744,0.131491,0.0,0.0,0.0,0.0,2.0,22.0,39.0,67.0,-1.0,0.24193548387096775,1.0,0.0,0.0
102,3.0,1.0,2.0,1.0,0.707107,0.156107,0.676381,0.0,0.0,0.0,0.0,14.0,17.0,50.0,64.0,-1.0,1.0,1.0,1.0,0.0
103,3.0,1.0,40.0,1.0,0.00711496,0.619743,0.243582,4.0,4.0,4.0,4.0,15.0,33.0,35.0,66.0,-1.0,0.013561924257932446,1.0,0.0,1.0
104,1.0,6.0,1.0,1.0,1.0,0.371307,0.268027,0.0,0.0,0.0,0.0,39.0,69.0,72.0,102.0,-1.0,1.0,0.0,0.0,1.0
105,3.0,1.0,38.0,1.0,1.0,0.131422,0.69612,5.0,10.0,10.0,10.0,27.0,82.0,100.0,101.0,-1.0,0.026790971540726204,1.0,1.0,0.0
106,1.0,2.0,1.0,1.0,1.0,0.012794,0.210491,2.0,2.0,2.0,2.0,5.0,5.0,72.0,103.0,-1.0,1.0,0.0,0.0,0.0
107,3.0,1.0,5.0,1.0,0.105409,0.400457,0.433994,0.0,0.0,0.0,0.0,8.0,9.0,71.0,96.0,-1.0,1.0,1.0,1.0,0.0
108,3.0,1.0,4.0,1.0,0.0890871,0.448032,0.252576,1.0,1.0,1.0,1.0,6.0,16.0,18.0,85.0,-1.0,0.1259124087591241,1.0,0.0,1.0
109,3.0,1.0,4.0,1.0,0.169031,0.803998,0.0619386,0.0,0.0,0.0,0.0,2.0,16.0,19.0,47.0,-1.0,0.18562874251497005,1.0,0.0,1.0
110,3.0,1.0,1.0,1.0,0.25,0.215718,0.611355,0.0,0.0,0.0,0.0,3.0,12.0,22.0,24.0,-1.0,0.17153284671532848,1.0,1.0,0.0
111,3.0,1.0,4.0,1.0,0.5,0.816527,0.0567057,0.0,0.0,0.0,0.0,3.0,4.0,10.0,23.0,-1.0,0.11317567567567567,1.0,0.0,1.0
112,3.0,1.0,5.0,1.0,0.210819,0.672284,0.209818,1.0,1.0,1.0,1.0,5.0,9.0,12.0,22.0,-1.0,0.20915032679738563,1.0,0.0,1.0
113,3.0,1.0,40.0,1.0,0.0745356,0.154652,0.229956,2.0,2.0,2.0,2.0,11.0,20.0,21.0,26.0,-1.0,0.043721403152008134,1.0,0.0,0.0
114,3.0,1.0,5.0,1.0,0.426401,0.81553,0.0571182,0.0,0.0,0.0,0.0,11.0,28.0,32.0,36.0,1.0,0.2786458333333333,1.0,0.0,1.0
115,3.0,1.0,4.0,1.0,0.223607,0.0463355,0.358019,0.0,0.0,0.0,0.0,13.0,37.0,46.0,46.0,1.0,0.1444866920152091,1.0,0.0,0.0
116,3.0,1.0,4.0,1.0,0.801784,0.253802,0.403274,0.0,0.0,0.0,0.0,34.0,34.0,60.0,77.0,1.0,0.4365904365904366,1.0,1.0,0.0
117,3.0,1.0,41.0,1.0,0.00693025,0.103288,0.740012,5.0,5.0,5.0,5.0,20.0,55.0,69.0,93.0,1.0,0.01136594276435965,1.0,1.0,0.0
118,3.0,1.0,1.0,1.0,0.239046,0.100614,0.520348,0.0,0.0,0.0,0.0,16.0,70.0,70.0,96.0,-1.0,0.43016344725111444,1.0,1.0,0.0
119,3.0,1.0,9.0,1.0,0.0367359,0.742994,0.11819,0.0,0.0,0.0,0.0,11.0,47.0,82.0,96.0,-1.0,1.0,1.0,0.0,1.0
120,3.0,1.0,13.0,1.0,0.57735,0.683051,0.200969,0.0,0.0,0.0,0.0,15.0,37.0,91.0,95.0,-1.0,1.0,1.0,0.0,1.0
121,3.0,1.0,2.0,1.0,1.0,0.0741591,0.714269,3.0,3.0,3.0,3.0,14.0,17.0,38.0,74.0,-1.0,0.9810126582278481,1.0,1.0,0.0
122,3.0,1.0,3.0,1.0,1.0,0.789164,0.0682861,1.0,1.0,1.0,1.0,18.0,35.0,46.0,72.0,-1.0,0.6480446927374302,1.0,0.0,1.0
123,3.0,1.0,5.0,1.0,0.25,0.691546,0.19526,1.0,1.0,1.0,1.0,14.0,47.0,50.0,71.0,-1.0,0.3070652173913043,1.0,0.0,1.0
124,3.0,1.0,8.0,1.0,0.894427,0.617409,0.252252,0.0,0.0,0.0,0.0,14.0,36.0,69.0,72.0,-1.0,0.22787610619469026,1.0,0.0,1.0
125,3.0,1.0,8.0,1.0,0.306186,0.0407213,0.832143,0.0,0.0,0.0,0.0,11.0,14.0,37.0,69.0,-1.0,0.3249669749009247,1.0,1.0,0.0
126,3.0,1.0,1.0,1.0,1.0,0.146576,0.236399,3.0,3.0,3.0,4.0,11.0,23.0,39.0,62.0,1.0,0.9,1.0,0.0,0.0
127,3.0,1.0,1.0,1.0,1.0,0.0684268,0.787672,0.0,0.0,0.0,0.0,13.0,31.0,35.0,66.0,1.0,0.6530841121495327,1.0,1.0,0.0
128,3.0,1.0,1.0,1.0,1.0,0.265395,0.346738,0.0,0.0,0.0,1.0,13.0,37.0,48.0,64.0,1.0,1.0,1.0,0.0,0.0
129,3.0,1.0,7.0,1.0,0.133631,0.174807,0.489868,1.0,1.0,1.0,1.0,17.0,44.0,63.0,72.0,1.0,0.5020408163265306,1.0,1.0,0.0
130,3.0,1.0,1.0,1.0,1.0,0.172397,0.444709,1.0,1.0,1.0,1.0,10.0,10.0,39.0,62.0,-1.0,0.8631578947368421,1.0,1.0,0.0
131,3.0,1.0,1.0,1.0,1.0,0.817961,0.0561144,1.0,1.0,1.0,1.0,12.0,16.0,33.0,61.0,-1.0,0.9803220035778175,1.0,0.0,1.0
132,3.0,1.0,2.0,1.0,0.707107,0.0597628,0.800715,0.0,0.0,0.0,0.0,6.0,23.0,23.0,52.0,-1.0,0.675,1.0,1.0,0.0
133,3.0,1.0,5.0,1.0,0.204124,0.131986,0.242613,1.0,1.0,1.0,1.0,10.0,24.0,32.0,48.0,-1.0,0.11267605633802817,1.0,0.0,0.0
134,3.0,1.0,9.0,1.0,0.176117,0.136814,0.472573,0.0,0.0,0.0,0.0,5.0,19.0,33.0,45.0,-1.0,0.1998084902649218,1.0,1.0,0.0
135,3.0,1.0,5.0,1.0,0.204124,0.0108857,0.374728,0.0,0.0,0.0,0.0,2.0,8.0,20.0,31.0,1.0,0.5784313725490197,1.0,0.0,0.0
136,3.0,1.0,10.0,1.0,0.240772,0.606417,0.260744,1.0,1.0,1.0,1.0,9.0,12.0,17.0,33.0,-1.0,0.14104193138500634,1.0,0.0,1.0
137,3.0,1.0,9.0,1.0,0.392232,0.810976,0.0590181,2.0,2.0,2.0,2.0,36.0,47.0,53.0,65.0,1.0,0.08142857142857143,1.0,0.0,1.0
138,3.0,1.0,1.0,1.0,0.110282,0.00860344,0.535324,0.0,1.0,1.0,2.0,27.0,55.0,59.0,68.0,-1.0,0.05486284289276808,1.0,1.0,0.0
139,3.0,1.0,5.0,1.0,0.258199,0.817228,0.0564207,0.0,0.0,0.0,0.0,1.0,50.0,60.0,64.0,-1.0,1.0,1.0,0.0,1.0
140,3.0,1.0,1.0,1.0,1.0,0.168391,0.436881,0.0,0.0,0.0,1.0,6.0,8.0,37.0,65.0,-1.0,0.6305536568694463,1.0,1.0,0.0
141,3.0,1.0,2.0,1.0,0.0731272,0.431386,0.406663,1.0,1.0,1.0,1.0,7.0,14.0,17.0,66.0,1.0,0.155668358714044,1.0,0.0,1.0
142,3.0,1.0,3.0,1.0,0.1066,0.811878,0.0586336,0.0,0.0,0.0,0.0,5.0,19.0,21.0,34.0,1.0,0.14031620553359683,1.0,0.0,1.0
143,3.0,1.0,6.0,1.0,0.377964,0.730657,0.103302,1.0,1.0,1.0,1.0,7.0,20.0,27.0,30.0,1.0,0.7512437810945274,1.0,0.0,1.0
144,3.0,1.0,5.0,1.0,1.0,0.361756,0.274534,0.0,0.0,0.0,0.0,4.0,16.0,29.0,31.0,1.0,0.9093178036605657,1.0,0.0,0.0
145,3.0,1.0,3.0,1.0,1.0,0.1795,0.224727,4.0,4.0,4.0,4.0,23.0,24.0,28.0,39.0,1.0,1.0,1.0,0.0,0.0
146,3.0,1.0,2.0,1.0,1.0,0.0773303,0.68039,0.0,1.0,1.0,2.0,25.0,26.0,28.0,41.0,1.0,1.0,1.0,1.0,0.0
147,3.0,1.0,3.0,1.0,1.0,0.616775,0.232559,1.0,1.0,1.0,1.0,4.0,30.0,31.0,33.0,1.0,0.743421052631579,1.0,0.0,1.0
148,3.0,1.0,2.0,1.0,1.0,0.123049,0.390559,0.0,1.0,2.0,2.0,7.0,33.0,34.0,36.0,1.0,1.0,1.0,0.0,0.0
149,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
150,3.0,1.0,1.0,1.0,0.149071,0.202246,0.402665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-1.0,0.04909819639278557,1.0,1.0,0.0
151,3.0,1.0,6.0,1.0,0.117851,0.212735,0.392768,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0
152,3.0,1.0,1.0,1.0,0.040757,0.0150618,0.156496,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.06574761399787911,1.0,0.0,0.0
153,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
154,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
