,urgency,takeSequence,companyCount,marketCommentary,relevance,sentimentNegative,sentimentPositive,noveltyCount24H,noveltyCount3D,noveltyCount5D,noveltyCount7D,volumeCounts24H,volumeCounts3D,volumeCounts5D,volumeCounts7D,Y,sentimentProportion,takeSequency,sentimentClassPositive,sentimentClassNegative
67,3.0,1.0,4.0,1.0,0.182574,0.0173397,0.0568258,0.0,0.0,0.0,0.0,2.0,16.0,16.0,16.0,1.0,0.18469656992084432,1.0,0.0,0.0
68,3.0,1.0,1.0,1.0,1.0,0.130461,0.494206,0.0,0.0,0.0,0.0,2.0,17.0,17.0,17.0,-1.0,0.9893143365983972,1.0,1.0,0.0
69,3.0,1.0,4.0,1.0,0.0836242,0.685231,0.200014,0.0,0.0,0.0,0.0,0.0,10.0,18.0,18.0,-1.0,0.27906976744186046,1.0,0.0,1.0
70,3.0,1.0,2.0,1.0,1.0,0.0323843,0.847704,0.0,0.0,0.0,0.0,0.0,1.0,5.0,19.0,-1.0,0.27365356622998543,1.0,1.0,0.0
71,3.0,1.0,1.0,1.0,1.0,0.121729,0.716908,0.0,1.0,1.0,2.0,0.0,2.0,3.0,8.0,-1.0,0.9665871121718377,1.0,1.0,0.0
72,3.0,1.0,2.0,1.0,0.096225,0.819141,0.0556294,2.0,2.0,2.0,2.0,12.0,15.0,15.0,17.0,-1.0,0.13994169096209913,1.0,0.0,1.0
73,3.0,1.0,4.0,1.0,0.213201,0.0951909,0.0246631,0.0,0.0,0.0,0.0,13.0,16.0,16.0,18.0,-1.0,0.13569937369519833,1.0,0.0,0.0
74,3.0,1.0,1.0,1.0,1.0,0.0288632,0.081543,0.0,0.0,0.0,0.0,0.0,14.0,17.0,17.0,-1.0,0.6555555555555556,1.0,0.0,0.0
75,3.0,1.0,1.0,1.0,1.0,0.047604,0.820228,0.0,0.0,0.0,0.0,1.0,1.0,5.0,17.0,1.0,1.0,1.0,1.0,0.0
76,3.0,1.0,1.0,1.0,1.0,0.0923775,0.751982,0.0,0.0,0.0,2.0,3.0,3.0,4.0,19.0,1.0,0.8505079825834543,1.0,1.0,0.0
77,3.0,1.0,1.0,1.0,1.0,0.142854,0.239541,3.0,3.0,3.0,3.0,6.0,9.0,10.0,24.0,1.0,0.5607476635514018,1.0,0.0,0.0
78,3.0,1.0,5.0,1.0,0.316228,0.181116,0.244665,0.0,0.0,0.0,0.0,17.0,24.0,27.0,28.0,1.0,1.0,1.0,0.0,0.0
79,3.0,1.0,6.0,1.0,0.260133,0.0145746,0.0745513,0.0,0.0,0.0,0.0,18.0,25.0,28.0,29.0,1.0,0.24016282225237448,1.0,0.0,0.0
80,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
81,3.0,1.0,5.0,1.0,0.05,0.102533,0.290835,0.0,0.0,0.0,0.0,2.0,2.0,2.0,21.0,1.0,0.1412639405204461,1.0,0.0,0.0
82,3.0,1.0,1.0,1.0,1.0,0.253652,0.34165,0.0,0.0,0.0,0.0,3.0,4.0,4.0,23.0,1.0,0.8534031413612565,1.0,0.0,0.0
83,3.0,1.0,5.0,1.0,0.06415,0.144191,0.238389,1.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,1.0,0.12828947368421054,1.0,0.0,0.0
84,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
85,3.0,1.0,3.0,1.0,0.0833333,0.815449,0.0571521,4.0,4.0,4.0,4.0,12.0,12.0,15.0,20.0,-1.0,0.13725490196078433,1.0,0.0,1.0
86,3.0,1.0,1.0,1.0,1.0,0.0789207,0.771047,0.0,0.0,0.0,0.0,1.0,14.0,14.0,20.0,-1.0,0.7224755700325733,1.0,1.0,0.0
87,3.0,1.0,2.0,1.0,1.0,0.181528,0.643734,0.0,0.0,0.0,0.0,3.0,16.0,16.0,19.0,-1.0,0.6239316239316239,1.0,1.0,0.0
88,3.0,1.0,1.0,1.0,1.0,0.0104378,0.397724,0.0,0.0,0.0,0.0,0.0,5.0,18.0,19.0,-1.0,0.5666666666666667,1.0,0.0,0.0
89,3.0,2.0,3.0,1.0,0.0591312,0.814093,0.0609778,1.0,1.0,1.0,1.0,9.0,9.0,13.0,28.0,-1.0,0.06666666666666667,0.0,0.0,1.0
90,3.0,1.0,4.0,1.0,0.0365636,0.558461,0.16005,0.0,1.0,1.0,1.0,2.0,10.0,11.0,16.0,-1.0,0.08633093525179857,1.0,0.0,1.0
91,1.0,1.0,1.0,1.0,1.0,0.0747057,0.63444,0.0,0.0,0.0,0.0,0.0,11.0,11.0,17.0,-1.0,1.0,1.0,1.0,0.0
92,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
93,3.0,1.0,5.0,1.0,1.0,0.228301,0.598382,0.0,0.0,0.0,0.0,1.0,5.0,15.0,16.0,-1.0,0.9761904761904762,1.0,1.0,0.0
94,3.0,1.0,4.0,1.0,0.5,0.811564,0.0587643,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,-1.0,0.10204081632653061,1.0,0.0,1.0
95,3.0,2.0,11.0,1.0,0.196116,0.450738,0.217488,0.0,0.0,0.0,0.0,4.0,4.0,6.0,10.0,-1.0,0.2081967213114754,0.0,0.0,1.0
96,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
97,3.0,1.0,2.0,1.0,0.100504,0.686026,0.19504,0.0,0.0,0.0,0.0,4.0,12.0,12.0,14.0,1.0,1.0,1.0,0.0,1.0
98,3.0,1.0,4.0,1.0,0.14825,0.788906,0.0683978,1.0,1.0,1.0,1.0,5.0,11.0,18.0,18.0,1.0,0.10546875,1.0,0.0,1.0
99,3.0,1.0,2.0,1.0,0.212132,0.312458,0.31407,0.0,0.0,2.0,2.0,1.0,2.0,13.0,20.0,1.0,0.3652007648183556,1.0,0.0,0.0
100,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
101,3.0,1.0,4.0,1.0,0.10328,0.543644,0.311498,0.0,0.0,0.0,0.0,0.0,2.0,4.0,14.0,1.0,0.13188220230473752,1.0,0.0,1.0
102,3.0,1.0,3.0,1.0,0.5,0.16071,0.225201,0.0,0.0,0.0,0.0,4.0,5.0,6.0,14.0,1.0,0.4896551724137931,1.0,0.0,0.0
103,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
104,3.0,1.0,2.0,1.0,1.0,0.0917583,0.755012,0.0,0.0,0.0,0.0,2.0,3.0,9.0,11.0,-1.0,0.987410071942446,1.0,1.0,0.0
105,3.0,1.0,1.0,1.0,1.0,0.0649928,0.787809,0.0,1.0,1.0,1.0,0.0,5.0,11.0,12.0,1.0,0.9901098901098901,1.0,1.0,0.0
106,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
107,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
108,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
109,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
110,3.0,1.0,1.0,1.0,1.0,0.102853,0.686407,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,0.9875173370319001,1.0,1.0,0.0
111,3.0,1.0,1.0,1.0,0.646393,0.076553,0.734868,0.0,0.0,0.0,0.0,2.0,6.0,6.0,6.0,1.0,0.8652214891611687,1.0,1.0,0.0
112,3.0,1.0,1.0,1.0,1.0,0.137022,0.24465,0.0,0.0,0.0,0.0,0.0,5.0,7.0,7.0,1.0,0.6043956043956044,1.0,0.0,0.0
113,3.0,1.0,3.0,1.0,0.117851,0.406342,0.244721,0.0,0.0,0.0,0.0,4.0,4.0,7.0,12.0,1.0,1.0,1.0,0.0,1.0
114,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
115,3.0,1.0,5.0,1.0,0.0645497,0.0175289,0.0565938,2.0,2.0,2.0,2.0,5.0,10.0,10.0,12.0,1.0,0.09475032010243278,1.0,0.0,0.0
116,3.0,1.0,2.0,1.0,0.129099,0.465029,0.227248,0.0,0.0,0.0,0.0,7.0,12.0,12.0,14.0,1.0,0.12581699346405228,1.0,0.0,1.0
117,3.0,1.0,1.0,1.0,1.0,0.145674,0.688376,0.0,0.0,0.0,0.0,3.0,11.0,16.0,17.0,1.0,0.6354810238305384,1.0,1.0,0.0
118,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
119,3.0,1.0,4.0,1.0,1.0,0.060272,0.79993,4.0,4.0,4.0,4.0,27.0,29.0,34.0,42.0,-1.0,0.7351664254703328,1.0,1.0,0.0
120,3.0,1.0,3.0,1.0,0.204124,0.260943,0.565318,11.0,11.0,11.0,11.0,57.0,87.0,88.0,96.0,-1.0,0.13219094247246022,1.0,1.0,0.0
121,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
122,3.0,1.0,5.0,1.0,0.171499,0.166691,0.491693,0.0,0.0,0.0,0.0,1.0,87.0,89.0,90.0,-1.0,0.1168421052631579,1.0,1.0,0.0
123,3.0,2.0,10.0,1.0,0.272166,0.0208269,0.449352,0.0,0.0,0.0,0.0,4.0,6.0,38.0,92.0,-1.0,0.20300751879699247,0.0,0.0,0.0
124,3.0,1.0,3.0,1.0,0.174078,0.07405,0.308029,0.0,0.0,0.0,0.0,1.0,6.0,8.0,94.0,-1.0,0.6382978723404256,1.0,0.0,0.0
125,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
126,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
127,3.0,1.0,1.0,1.0,0.884538,0.306847,0.23619,0.0,0.0,1.0,1.0,3.0,3.0,10.0,10.0,-1.0,0.9253731343283582,1.0,0.0,0.0
128,3.0,1.0,2.0,1.0,1.0,0.149316,0.254563,2.0,2.0,2.0,2.0,7.0,8.0,12.0,14.0,-1.0,1.0,1.0,0.0,0.0
129,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
130,3.0,1.0,1.0,1.0,1.0,0.270644,0.356577,0.0,0.0,1.0,1.0,0.0,9.0,10.0,13.0,-1.0,0.9130434782608695,1.0,0.0,0.0
131,3.0,1.0,5.0,1.0,0.120605,0.0974621,0.524791,1.0,1.0,1.0,1.0,2.0,8.0,11.0,15.0,1.0,0.2058432934926959,1.0,1.0,0.0
132,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
133,3.0,1.0,3.0,1.0,0.408248,0.550344,0.305991,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,1.0,0.28343949044585987,1.0,0.0,1.0
134,3.0,1.0,5.0,1.0,0.0833333,0.719304,0.127184,0.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,1.0,1.0,1.0,0.0,1.0
135,3.0,2.0,3.0,1.0,0.171499,0.0621517,0.729904,1.0,1.0,1.0,1.0,4.0,6.0,6.0,8.0,1.0,0.1618798955613577,0.0,1.0,0.0
136,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
137,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
138,3.0,1.0,5.0,1.0,1.0,0.016349,0.11111,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.173841059602649,1.0,0.0,0.0
139,3.0,2.0,9.0,1.0,0.0657952,0.338335,0.230898,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,0.24848484848484848,0.0,0.0,0.0
140,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
141,1.0,10.0,2.0,1.0,1.0,0.0157628,0.179029,0.0,0.0,0.0,0.0,9.0,11.0,11.0,12.0,1.0,1.0,0.0,0.0,0.0
142,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
143,3.0,1.0,6.0,1.0,0.235702,0.00699094,0.554903,1.0,1.0,1.0,1.0,5.0,5.0,18.0,20.0,1.0,0.10714285714285714,1.0,1.0,0.0
144,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
145,3.0,2.0,7.0,1.0,0.0566139,0.150482,0.0652825,0.0,0.0,0.0,0.0,1.0,7.0,7.0,20.0,1.0,0.17876106194690267,0.0,0.0,0.0
146,3.0,1.0,1.0,1.0,1.0,0.133675,0.511776,0.0,0.0,0.0,0.0,3.0,8.0,9.0,22.0,1.0,0.8321318228630278,1.0,1.0,0.0
147,3.0,1.0,1.0,1.0,1.0,0.185138,0.419523,0.0,0.0,0.0,0.0,8.0,12.0,18.0,18.0,1.0,1.0,1.0,1.0,0.0
148,3.0,1.0,4.0,1.0,1.0,0.192051,0.412523,4.0,4.0,4.0,4.0,6.0,6.0,15.0,19.0,1.0,0.6955555555555556,1.0,1.0,0.0
149,3.0,1.0,6.0,1.0,0.301511,0.696073,0.191865,1.0,1.0,1.0,1.0,10.0,10.0,19.0,23.0,1.0,0.21621621621621623,1.0,0.0,1.0
150,3.0,1.0,5.0,1.0,0.0413449,0.105865,0.488636,0.0,1.0,1.0,1.0,3.0,11.0,11.0,21.0,1.0,0.11233211233211234,1.0,1.0,0.0
151,3.0,1.0,1.0,1.0,1.0,0.182212,0.430114,0.0,0.0,0.0,0.0,0.0,12.0,12.0,20.0,1.0,0.692942254812099,1.0,1.0,0.0
152,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
153,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
154,3.0,1.0,1.0,1.0,1.0,0.0701122,0.785211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.993214588634436,1.0,1.0,0.0
155,3.0,1.0,5.0,1.0,1.0,0.0160283,0.12067,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.19765494137353434,1.0,0.0,0.0
156,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
157,3.0,1.0,5.0,1.0,0.223607,0.595916,0.269256,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,1.0,0.1684717208182912,1.0,0.0,1.0
158,1.0,2.0,1.0,1.0,1.0,0.00927088,0.528287,1.0,1.0,1.0,1.0,2.0,5.0,5.0,7.0,1.0,1.0,0.0,1.0,0.0
159,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
160,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
161,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
162,3.0,1.0,5.0,1.0,1.0,0.0112287,0.305317,0.0,0.0,0.0,0.0,2.0,2.0,2.0,7.0,1.0,0.196113074204947,1.0,0.0,0.0
163,3.0,1.0,3.0,1.0,1.0,0.173034,0.650238,2.0,2.0,2.0,2.0,5.0,8.0,8.0,12.0,1.0,0.880466472303207,1.0,1.0,0.0
164,3.0,1.0,6.0,1.0,0.132453,0.784002,0.0218886,0.0,0.0,0.0,0.0,7.0,10.0,10.0,10.0,1.0,0.1960431654676259,1.0,0.0,1.0
165,3.0,1.0,5.0,1.0,0.166667,0.140071,0.242154,0.0,0.0,0.0,0.0,0.0,8.0,11.0,11.0,-1.0,0.29818181818181816,1.0,0.0,0.0
166,3.0,1.0,5.0,1.0,0.377964,0.0888022,0.550132,0.0,0.0,0.0,0.0,1.0,4.0,12.0,12.0,-1.0,0.11963882618510158,1.0,1.0,0.0
167,3.0,1.0,4.0,1.0,1.0,0.0429281,0.828236,0.0,0.0,0.0,0.0,2.0,2.0,4.0,12.0,-1.0,0.3940149625935162,1.0,1.0,0.0
168,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
169,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
170,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
171,3.0,1.0,5.0,1.0,0.0932505,0.401567,0.432912,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,0.13707865168539327,1.0,1.0,0.0
172,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
173,3.0,1.0,5.0,1.0,1.0,0.0146312,0.17895,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,1.0,0.19402985074626866,1.0,0.0,0.0
174,3.0,1.0,1.0,1.0,1.0,0.106337,0.735309,0.0,0.0,0.0,1.0,0.0,3.0,4.0,5.0,-1.0,0.9916820702402958,1.0,1.0,0.0
175,,,,1.0,,,,,,,,,,,,1.0,,0.0,0.0,1.0
176,3.0,1.0,1.0,1.0,1.0,0.133928,0.247405,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,-1.0,0.6043956043956044,1.0,0.0,0.0
177,3.0,1.0,6.0,1.0,0.188982,0.512719,0.195041,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0
178,3.0,1.0,3.0,1.0,0.0824786,0.743037,0.0711714,0.0,0.0,0.0,0.0,6.0,7.0,8.0,11.0,-1.0,0.18441558441558442,1.0,0.0,1.0
179,3.0,1.0,4.0,1.0,0.0589256,0.2413,0.585069,0.0,0.0,0.0,0.0,20.0,28.0,28.0,29.0,-1.0,1.0,1.0,1.0,0.0
180,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
181,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
182,3.0,2.0,3.0,1.0,1.0,0.0709009,0.784063,1.0,1.0,1.0,1.0,4.0,4.0,7.0,33.0,-1.0,1.0,0.0,1.0,0.0
183,3.0,1.0,4.0,1.0,1.0,0.176158,0.653907,3.0,3.0,3.0,3.0,26.0,31.0,32.0,54.0,-1.0,0.9671361502347418,1.0,1.0,0.0
184,3.0,1.0,4.0,1.0,0.150756,0.583308,0.171798,0.0,0.0,0.0,0.0,72.0,101.0,101.0,107.0,-1.0,0.15483870967741936,1.0,0.0,1.0
185,3.0,1.0,1.0,1.0,1.0,0.0549062,0.808319,0.0,0.0,0.0,0.0,69.0,102.0,102.0,103.0,-1.0,1.0,1.0,1.0,0.0
186,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
187,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
188,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
189,,,,1.0,,,,,,,,,,,,-1.0,,0.0,0.0,1.0
190,3.0,1.0,1.0,1.0,1.0,0.0849117,0.762774,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,-1.0,0.9825581395348837,1.0,1.0,0.0
191,3.0,1.0,5.0,1.0,0.123091,0.337934,0.291224,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,-1.0,0.08664772727272728,1.0,0.0,0.0
192,3.0,1.0,1.0,1.0,1.0,0.105534,0.720047,0.0,0.0,0.0,0.0,1.0,4.0,6.0,6.0,1.0,0.801994301994302,1.0,1.0,0.0
